"","GO.ID","Term","Annotated","Significant","Expected","raw.p.value"
"3658","GO:1903845","negative regulation of cellular response to transforming growth factor beta stimulus",54,54,54,"0.32233"
"3659","GO:0060681","branch elongation involved in ureteric bud branching",2,2,2,"0.32234"
"3660","GO:2000544","regulation of endothelial cell chemotaxis to fibroblast growth factor",3,3,3,"0.32236"
"3661","GO:1903055","positive regulation of extracellular matrix organization",14,14,14,"0.32242"
"3662","GO:0014866","skeletal myofibril assembly",3,3,3,"0.32251"
"3663","GO:0006044","N-acetylglucosamine metabolic process",12,12,12,"0.32260"
"3664","GO:0035095","behavioral response to nicotine",3,3,3,"0.32271"
"3665","GO:1905217","response to astaxanthin",1,1,1,"0.32285"
"3666","GO:0061476","response to anticoagulant",1,1,1,"0.32285"
"3667","GO:0002579","positive regulation of antigen processing and presentation",9,9,9,"0.32301"
"3668","GO:0098971","anterograde dendritic transport of neurotransmitter receptor complex",4,4,4,"0.32307"
"3669","GO:0006397","mRNA processing",425,425,425,"0.32307"
"3670","GO:1901623","regulation of lymphocyte chemotaxis",16,16,16,"0.32343"
"3671","GO:0072307","regulation of metanephric nephron tubule epithelial cell differentiation",4,4,4,"0.32375"
"3672","GO:0006476","protein deacetylation",92,92,92,"0.32381"
"3673","GO:0035970","peptidyl-threonine dephosphorylation",19,19,19,"0.32383"
"3674","GO:0060729","intestinal epithelial structure maintenance",3,3,3,"0.32388"
"3675","GO:0043686","co-translational protein modification",3,3,3,"0.32415"
"3676","GO:1905778","negative regulation of exonuclease activity",2,2,2,"0.32426"
"3677","GO:1905839","negative regulation of telomeric D-loop disassembly",2,2,2,"0.32426"
"3678","GO:0070995","NADPH oxidation",8,8,8,"0.32430"
"3679","GO:0090265","positive regulation of immune complex clearance by monocytes and macrophages",2,2,2,"0.32436"
"3680","GO:1990785","response to water-immersion restraint stress",1,1,1,"0.32451"
"3681","GO:0070528","protein kinase C signaling",25,25,25,"0.32466"
"3682","GO:0006282","regulation of DNA repair",119,119,119,"0.32469"
"3683","GO:0009405","pathogenesis",2,2,2,"0.32490"
"3684","GO:0010879","cholesterol transport involved in cholesterol storage",1,1,1,"0.32504"
"3685","GO:0042104","positive regulation of activated T cell proliferation",20,20,20,"0.32518"
"3686","GO:1904466","positive regulation of matrix metallopeptidase secretion",4,4,4,"0.32533"
"3687","GO:0045666","positive regulation of neuron differentiation",335,335,335,"0.32534"
"3688","GO:0046111","xanthine biosynthetic process",1,1,1,"0.32542"
"3689","GO:0006157","deoxyadenosine catabolic process",1,1,1,"0.32542"
"3690","GO:0042323","negative regulation of circadian sleep/wake cycle, non-REM sleep",1,1,1,"0.32542"
"3691","GO:0060407","negative regulation of penile erection",1,1,1,"0.32542"
"3692","GO:0060169","negative regulation of adenosine receptor signaling pathway",1,1,1,"0.32542"
"3693","GO:0070256","negative regulation of mucus secretion",1,1,1,"0.32542"
"3694","GO:0031623","receptor internalization",94,94,94,"0.32547"
"3695","GO:0032261","purine nucleotide salvage",5,5,5,"0.32549"
"3696","GO:0006622","protein targeting to lysosome",19,19,19,"0.32554"
"3697","GO:0007212","dopamine receptor signaling pathway",26,26,26,"0.32559"
"3698","GO:0060317","cardiac epithelial to mesenchymal transition",16,16,16,"0.32586"
"3699","GO:0003181","atrioventricular valve morphogenesis",14,14,14,"0.32598"
"3700","GO:0002588","positive regulation of antigen processing and presentation of peptide antigen via MHC class II",1,1,1,"0.32602"
"3701","GO:0003203","endocardial cushion morphogenesis",15,15,15,"0.32622"
"3702","GO:0051458","corticotropin secretion",4,4,4,"0.32623"
"3703","GO:0085018","maintenance of symbiont-containing vacuole by host",1,1,1,"0.32625"
"3704","GO:0046878","positive regulation of saliva secretion",1,1,1,"0.32625"
"3705","GO:0030185","nitric oxide transport",1,1,1,"0.32625"
"3706","GO:0070295","renal water absorption",1,1,1,"0.32625"
"3707","GO:0072220","metanephric descending thin limb development",1,1,1,"0.32625"
"3708","GO:0072230","metanephric proximal straight tubule development",1,1,1,"0.32625"
"3709","GO:0072232","metanephric proximal convoluted tubule segment 2 development",1,1,1,"0.32625"
"3710","GO:0035377","transepithelial water transport",1,1,1,"0.32625"
"3711","GO:0035378","carbon dioxide transmembrane transport",1,1,1,"0.32625"
"3712","GO:0051562","negative regulation of mitochondrial calcium ion concentration",5,5,5,"0.32629"
"3713","GO:0072239","metanephric glomerulus vasculature development",4,4,4,"0.32631"
"3714","GO:1902811","positive regulation of skeletal muscle fiber differentiation",2,2,2,"0.32657"
"3715","GO:0072531","pyrimidine-containing compound transmembrane transport",8,8,8,"0.32657"
"3716","GO:0032238","adenosine transport",3,3,3,"0.32668"
"3717","GO:0015860","purine nucleoside transmembrane transport",3,3,3,"0.32668"
"3718","GO:0015862","uridine transport",3,3,3,"0.32668"
"3719","GO:0014834","skeletal muscle satellite cell maintenance involved in skeletal muscle regeneration",4,4,4,"0.32670"
"3720","GO:0061301","cerebellum vasculature morphogenesis",1,1,1,"0.32671"
"3721","GO:0050850","positive regulation of calcium-mediated signaling",36,36,36,"0.32678"
"3722","GO:2000774","positive regulation of cellular senescence",9,9,9,"0.32681"
"3723","GO:0051598","meiotic recombination checkpoint",2,2,2,"0.32683"
"3724","GO:0001710","mesodermal cell fate commitment",5,5,5,"0.32701"
"3725","GO:0002253","activation of immune response",232,232,232,"0.32709"
"3726","GO:1990049","retrograde neuronal dense core vesicle transport",5,5,5,"0.32713"
"3727","GO:2000403","positive regulation of lymphocyte migration",32,32,32,"0.32715"
"3728","GO:0090068","positive regulation of cell cycle process",211,211,211,"0.32720"
"3729","GO:2000973","regulation of pro-B cell differentiation",8,8,8,"0.32723"
"3730","GO:0018279","protein N-linked glycosylation via asparagine",17,17,17,"0.32729"
"3731","GO:2001238","positive regulation of extrinsic apoptotic signaling pathway",47,47,47,"0.32739"
"3732","GO:0006261","DNA-dependent DNA replication",129,129,129,"0.32742"
"3733","GO:1903181","positive regulation of dopamine biosynthetic process",3,3,3,"0.32743"
"3734","GO:0030073","insulin secretion",147,147,147,"0.32745"
"3735","GO:0070252","actin-mediated cell contraction",57,57,57,"0.32771"
"3736","GO:0002248","connective tissue replacement involved in inflammatory response wound healing",4,4,4,"0.32777"
"3737","GO:0032909","regulation of transforming growth factor beta2 production",4,4,4,"0.32777"
"3738","GO:0036336","dendritic cell migration",17,17,17,"0.32782"
"3739","GO:0019896","axonal transport of mitochondrion",7,7,7,"0.32786"
"3740","GO:0034414","tRNA 3'-trailer cleavage, endonucleolytic",2,2,2,"0.32809"
"3741","GO:0034475","U4 snRNA 3'-end processing",7,7,7,"0.32835"
"3742","GO:0048702","embryonic neurocranium morphogenesis",7,7,7,"0.32838"
"3743","GO:0071028","nuclear mRNA surveillance",12,12,12,"0.32844"
"3744","GO:0015675","nickel cation transport",2,2,2,"0.32844"
"3745","GO:0033148","positive regulation of intracellular estrogen receptor signaling pathway",9,9,9,"0.32851"
"3746","GO:0051068","dihydrolipoamide metabolic process",1,1,1,"0.32861"
"3747","GO:0032488","Cdc42 protein signal transduction",10,10,10,"0.32862"
"3748","GO:0009106","lipoate metabolic process",2,2,2,"0.32862"
"3749","GO:1903830","magnesium ion transmembrane transport",2,2,2,"0.32878"
"3750","GO:0072655","establishment of protein localization to mitochondrion",84,84,84,"0.32884"
"3751","GO:0018208","peptidyl-proline modification",36,36,36,"0.32913"
"3752","GO:0010863","positive regulation of phospholipase C activity",21,21,21,"0.32917"
"3753","GO:1905671","regulation of lysosome organization",4,4,4,"0.32919"
"3754","GO:0035781","CD86 biosynthetic process",2,2,2,"0.32919"
"3755","GO:0042167","heme catabolic process",4,4,4,"0.32936"
"3756","GO:0071896","protein localization to adherens junction",6,6,6,"0.32939"
"3757","GO:0021997","neural plate axis specification",2,2,2,"0.32941"
"3758","GO:1901053","sarcosine catabolic process",1,1,1,"0.32975"
"3759","GO:1903706","regulation of hemopoiesis",353,353,353,"0.32978"
"3760","GO:0050746","regulation of lipoprotein metabolic process",12,12,12,"0.32981"
"3761","GO:0051382","kinetochore assembly",16,16,16,"0.32985"
"3762","GO:0032376","positive regulation of cholesterol transport",23,23,23,"0.33005"
"3763","GO:0031915","positive regulation of synaptic plasticity",11,11,11,"0.33010"
"3764","GO:1904894","positive regulation of receptor signaling pathway via STAT",61,61,61,"0.33020"
"3765","GO:1904394","negative regulation of skeletal muscle acetylcholine-gated channel clustering",1,1,1,"0.33059"
"3766","GO:1990523","bone regeneration",1,1,1,"0.33059"
"3767","GO:0003431","growth plate cartilage chondrocyte development",4,4,4,"0.33059"
"3768","GO:0060079","excitatory postsynaptic potential",49,49,49,"0.33092"
"3769","GO:0016239","positive regulation of macroautophagy",67,67,67,"0.33099"
"3770","GO:1903542","negative regulation of exosomal secretion",3,3,3,"0.33103"
"3771","GO:1903377","negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway",5,5,5,"0.33110"
"3772","GO:0001915","negative regulation of T cell mediated cytotoxicity",4,4,4,"0.33134"
"3773","GO:0010941","regulation of cell death",1296,1296,1296,"0.33139"
"3774","GO:0072584","caveolin-mediated endocytosis",9,9,9,"0.33144"
"3775","GO:0090394","negative regulation of excitatory postsynaptic potential",9,9,9,"0.33156"
"3776","GO:0070849","response to epidermal growth factor",37,37,37,"0.33171"
"3777","GO:0051552","flavone metabolic process",1,1,1,"0.33189"
"3778","GO:0070980","biphenyl catabolic process",1,1,1,"0.33189"
"3779","GO:2001030","negative regulation of cellular glucuronidation",1,1,1,"0.33189"
"3780","GO:0006390","mitochondrial transcription",18,18,18,"0.33191"
"3781","GO:1902524","positive regulation of protein K48-linked ubiquitination",2,2,2,"0.33211"
"3782","GO:0045727","positive regulation of translation",119,119,119,"0.33220"
"3783","GO:0042594","response to starvation",148,148,148,"0.33229"
"3784","GO:0002678","positive regulation of chronic inflammatory response",3,3,3,"0.33239"
"3785","GO:1902570","protein localization to nucleolus",14,14,14,"0.33251"
"3786","GO:0002634","regulation of germinal center formation",9,9,9,"0.33268"
"3787","GO:0032717","negative regulation of interleukin-8 production",13,13,13,"0.33270"
"3788","GO:1902951","negative regulation of dendritic spine maintenance",4,4,4,"0.33303"
"3789","GO:0006816","calcium ion transport",270,270,270,"0.33307"
"3790","GO:0060682","primary ureteric bud growth",1,1,1,"0.33319"
"3791","GO:0018149","peptide cross-linking",18,18,18,"0.33321"
"3792","GO:0032088","negative regulation of NF-kappaB transcription factor activity",67,67,67,"0.33322"
"3793","GO:1905475","regulation of protein localization to membrane",153,153,153,"0.33326"
"3794","GO:0008104","protein localization",2162,2162,2162,"0.33337"
"3795","GO:0030031","cell projection assembly",412,412,412,"0.33342"
"3796","GO:0018394","peptidyl-lysine acetylation",148,148,148,"0.33357"
"3797","GO:0044337","canonical Wnt signaling pathway involved in positive regulation of apoptotic process",2,2,2,"0.33362"
"3798","GO:2000211","regulation of glutamate metabolic process",2,2,2,"0.33362"
"3799","GO:0006269","DNA replication, synthesis of RNA primer",4,4,4,"0.33372"
"3800","GO:0021512","spinal cord anterior/posterior patterning",1,1,1,"0.33380"
"3801","GO:0072138","mesenchymal cell proliferation involved in ureteric bud development",3,3,3,"0.33382"
"3802","GO:1904983","glycine import into mitochondrion",1,1,1,"0.33396"
"3803","GO:0042407","cristae formation",18,18,18,"0.33403"
"3804","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway",232,232,232,"0.33404"
"3805","GO:0036010","protein localization to endosome",23,23,23,"0.33404"
"3806","GO:0036297","interstrand cross-link repair",31,31,31,"0.33415"
"3807","GO:0021785","branchiomotor neuron axon guidance",5,5,5,"0.33416"
"3808","GO:0097091","synaptic vesicle clustering",12,12,12,"0.33425"
"3809","GO:0050433","regulation of catecholamine secretion",30,30,30,"0.33438"
"3810","GO:0042327","positive regulation of phosphorylation",755,755,755,"0.33439"
"3811","GO:0002521","leukocyte differentiation",465,465,465,"0.33447"
"3812","GO:0032609","interferon-gamma production",103,103,103,"0.33457"
"3813","GO:0001755","neural crest cell migration",32,32,32,"0.33463"
"3814","GO:0061580","colon epithelial cell migration",1,1,1,"0.33472"
"3815","GO:0060706","cell differentiation involved in embryonic placenta development",21,21,21,"0.33483"
"3816","GO:0016042","lipid catabolic process",209,209,209,"0.33490"
"3817","GO:0071492","cellular response to UV-A",1,1,1,"0.33534"
"3818","GO:0070509","calcium ion import",52,52,52,"0.33547"
"3819","GO:0009437","carnitine metabolic process",10,10,10,"0.33553"
"3820","GO:0015672","monovalent inorganic cation transport",280,280,280,"0.33555"
"3821","GO:1901857","positive regulation of cellular respiration",11,11,11,"0.33598"
"3822","GO:1904028","positive regulation of collagen fibril organization",2,2,2,"0.33602"
"3823","GO:0043306","positive regulation of mast cell degranulation",17,17,17,"0.33603"
"3824","GO:0007000","nucleolus organization",8,8,8,"0.33613"
"3825","GO:0017158","regulation of calcium ion-dependent exocytosis",26,26,26,"0.33651"
"3826","GO:0060338","regulation of type I interferon-mediated signaling pathway",23,23,23,"0.33694"
"3827","GO:0036321","ghrelin secretion",1,1,1,"0.33727"
"3828","GO:0090275","negative regulation of somatostatin secretion",1,1,1,"0.33727"
"3829","GO:0042249","establishment of planar polarity of embryonic epithelium",11,11,11,"0.33731"
"3830","GO:0006182","cGMP biosynthetic process",5,5,5,"0.33744"
"3831","GO:0051592","response to calcium ion",83,83,83,"0.33751"
"3832","GO:0000086","G2/M transition of mitotic cell cycle",108,108,108,"0.33752"
"3833","GO:0048143","astrocyte activation",16,16,16,"0.33761"
"3834","GO:0030705","cytoskeleton-dependent intracellular transport",164,164,164,"0.33765"
"3835","GO:0006875","cellular metal ion homeostasis",376,376,376,"0.33771"
"3836","GO:0010756","positive regulation of plasminogen activation",4,4,4,"0.33780"
"3837","GO:0006564","L-serine biosynthetic process",4,4,4,"0.33788"
"3838","GO:0010878","cholesterol storage",13,13,13,"0.33790"
"3839","GO:0042274","ribosomal small subunit biogenesis",69,69,69,"0.33818"
"3840","GO:0060579","ventral spinal cord interneuron fate commitment",4,4,4,"0.33830"
"3841","GO:0061308","cardiac neural crest cell development involved in heart development",9,9,9,"0.33837"
"3842","GO:0060999","positive regulation of dendritic spine development",55,55,55,"0.33844"
"3843","GO:1903904","negative regulation of establishment of T cell polarity",1,1,1,"0.33858"
"3844","GO:1905872","negative regulation of protein localization to cell leading edge",1,1,1,"0.33858"
"3845","GO:2000553","positive regulation of T-helper 2 cell cytokine production",6,6,6,"0.33882"
"3846","GO:0052652","cyclic purine nucleotide metabolic process",13,13,13,"0.33882"
"3847","GO:0002720","positive regulation of cytokine production involved in immune response",50,50,50,"0.33896"
"3848","GO:0002014","vasoconstriction of artery involved in ischemic response to lowering of systemic arterial blood pressure",1,1,1,"0.33920"
"3849","GO:0032640","tumor necrosis factor production",110,110,110,"0.33927"
"3850","GO:0042840","D-glucuronate catabolic process",1,1,1,"0.33928"
