"GO.ID","Term","Annotated","Significant","Expected","raw.p.value"
"GO:0097021","lymphocyte migration into lymphoid organs",5,5,4.97,"0.41380"
"GO:0051026","chiasma assembly",2,2,1.99,"0.41380"
"GO:0010845","positive regulation of reciprocal meiotic recombination",2,2,1.99,"0.41380"
"GO:0031345","negative regulation of cell projection organization",150,149,149.08,"0.41386"
"GO:0090671","telomerase RNA localization to Cajal body",8,8,7.95,"0.41386"
"GO:0000432","positive regulation of transcription from RNA polymerase II promoter by glucose",2,2,1.99,"0.41399"
"GO:0007602","phototransduction",11,10,10.93,"0.41400"
"GO:0009826","unidimensional cell growth",4,4,3.98,"0.41401"
"GO:0000076","DNA replication checkpoint",16,16,15.9,"0.41404"
"GO:1904867","protein localization to Cajal body",3,3,2.98,"0.41415"
"GO:0034337","RNA folding",1,1,0.99,"0.41418"
"GO:0032203","telomere formation via telomerase",1,1,0.99,"0.41418"
"GO:0044337","canonical Wnt signaling pathway involved in positive regulation of apoptotic process",2,2,1.99,"0.41423"
"GO:2000211","regulation of glutamate metabolic process",2,2,1.99,"0.41423"
"GO:0051451","myoblast migration",9,9,8.94,"0.41423"
"GO:0043534","blood vessel endothelial cell migration",90,89,89.45,"0.41432"
"GO:1902466","positive regulation of histone H3-K27 trimethylation",1,1,0.99,"0.41462"
"GO:1904237","positive regulation of substrate-dependent cell migration, cell attachment to substrate",2,2,1.99,"0.41504"
"GO:0007161","calcium-independent cell-matrix adhesion",2,2,1.99,"0.41504"
"GO:0001824","blastocyst development",113,113,112.3,"0.41506"
"GO:1904205","negative regulation of skeletal muscle hypertrophy",1,1,0.99,"0.41506"
"GO:0032735","positive regulation of interleukin-12 production",28,28,27.83,"0.41529"
"GO:0070233","negative regulation of T cell apoptotic process",18,18,17.89,"0.41536"
"GO:0006304","DNA modification",75,75,74.54,"0.41541"
"GO:0042780","tRNA 3'-end processing",8,8,7.95,"0.41550"
"GO:0043651","linoleic acid metabolic process",10,10,9.94,"0.41551"
"GO:0035364","thymine transport",1,1,0.99,"0.41568"
"GO:0035344","hypoxanthine transport",1,1,0.99,"0.41568"
"GO:0015853","adenine transport",1,1,0.99,"0.41568"
"GO:0015854","guanine transport",1,1,0.99,"0.41568"
"GO:0034502","protein localization to chromosome",85,85,84.48,"0.41571"
"GO:0042177","negative regulation of protein catabolic process",108,107,107.34,"0.41578"
"GO:1904193","negative regulation of cholangiocyte apoptotic process",3,3,2.98,"0.41620"
"GO:0031937","positive regulation of chromatin silencing",3,3,2.98,"0.41654"
"GO:0001768","establishment of T cell polarity",8,8,7.95,"0.41686"
"GO:0051013","microtubule severing",4,4,3.98,"0.41691"
"GO:0071040","nuclear polyadenylation-dependent antisense transcript catabolic process",1,1,0.99,"0.41700"
"GO:0071036","nuclear polyadenylation-dependent snoRNA catabolic process",1,1,0.99,"0.41700"
"GO:0071037","nuclear polyadenylation-dependent snRNA catabolic process",1,1,0.99,"0.41700"
"GO:0071039","nuclear polyadenylation-dependent CUT catabolic process",1,1,0.99,"0.41700"
"GO:0006805","xenobiotic metabolic process",37,37,36.77,"0.41709"
"GO:0046070","dGTP metabolic process",4,4,3.98,"0.41735"
"GO:0046122","purine deoxyribonucleoside metabolic process",2,2,1.99,"0.41738"
"GO:0046032","ADP catabolic process",1,1,0.99,"0.41753"
"GO:0006258","UDP-glucose catabolic process",1,1,0.99,"0.41762"
"GO:0006404","RNA import into nucleus",3,3,2.98,"0.41768"
"GO:0031453","positive regulation of heterochromatin assembly",12,12,11.93,"0.41768"
"GO:0035902","response to immobilization stress",3,3,2.98,"0.41779"
"GO:0009414","response to water deprivation",3,3,2.98,"0.41779"
"GO:0044830","modulation by host of viral RNA genome replication",4,4,3.98,"0.41779"
"GO:0040008","regulation of growth",504,500,500.9,"0.41780"
"GO:0002415","immunoglobulin transcytosis in epithelial cells mediated by polymeric immunoglobulin receptor",1,1,0.99,"0.41788"
"GO:0042268","regulation of cytolysis",3,3,2.98,"0.41821"
"GO:0070407","oxidation-dependent protein catabolic process",1,1,0.99,"0.41850"
"GO:0060236","regulation of mitotic spindle organization",31,31,30.81,"0.41853"
"GO:1990086","lens fiber cell apoptotic process",3,3,2.98,"0.41865"
"GO:0010831","positive regulation of myotube differentiation",19,19,18.88,"0.41866"
"GO:1905165","regulation of lysosomal protein catabolic process",6,6,5.96,"0.41874"
"GO:0038032","termination of G protein-coupled receptor signaling pathway",1,1,0.99,"0.41876"
"GO:0045059","positive thymic T cell selection",12,12,11.93,"0.41877"
"GO:0050921","positive regulation of chemotaxis",102,101,101.37,"0.41895"
"GO:1902961","positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process",6,6,5.96,"0.41901"
"GO:0035235","ionotropic glutamate receptor signaling pathway",10,9,9.94,"0.41907"
"GO:0051016","barbed-end actin filament capping",24,24,23.85,"0.41908"
"GO:0071226","cellular response to molecule of fungal origin",3,3,2.98,"0.41926"
"GO:0002554","serotonin secretion by platelet",3,3,2.98,"0.41926"
"GO:0010044","response to aluminum ion",2,2,1.99,"0.41928"
"GO:2001213","negative regulation of vasculogenesis",2,2,1.99,"0.41928"
"GO:0001945","lymph vessel development",16,16,15.9,"0.41942"
"GO:1903225","negative regulation of endodermal cell differentiation",3,3,2.98,"0.41954"
"GO:0001909","leukocyte mediated cytotoxicity",86,85,85.47,"0.41956"
"GO:0045132","meiotic chromosome segregation",69,69,68.58,"0.41958"
"GO:0007338","single fertilization",80,80,79.51,"0.41972"
"GO:1900026","positive regulation of substrate adhesion-dependent cell spreading",33,33,32.8,"0.41976"
"GO:0016226","iron-sulfur cluster assembly",22,22,21.86,"0.42014"
"GO:0014739","positive regulation of muscle hyperplasia",1,1,0.99,"0.42018"
"GO:0030046","parallel actin filament bundle assembly",5,5,4.97,"0.42021"
"GO:0070127","tRNA aminoacylation for mitochondrial protein translation",7,7,6.96,"0.42027"
"GO:0090179","planar cell polarity pathway involved in neural tube closure",8,8,7.95,"0.42028"
"GO:0000089","mitotic metaphase",2,2,1.99,"0.42034"
"GO:0048680","positive regulation of axon regeneration",12,12,11.93,"0.42051"
"GO:1905463","negative regulation of DNA duplex unwinding",3,3,2.98,"0.42059"
"GO:1902172","regulation of keratinocyte apoptotic process",6,6,5.96,"0.42061"
"GO:0048382","mesendoderm development",2,2,1.99,"0.42084"
"GO:0051418","microtubule nucleation by microtubule organizing center",10,10,9.94,"0.42098"
"GO:0036114","medium-chain fatty-acyl-CoA catabolic process",1,1,0.99,"0.42115"
"GO:0036116","long-chain fatty-acyl-CoA catabolic process",1,1,0.99,"0.42115"
"GO:1900535","palmitic acid biosynthetic process",1,1,0.99,"0.42115"
"GO:0038203","TORC2 signaling",7,7,6.96,"0.42126"
"GO:0061188","negative regulation of ribosomal DNA heterochromatin assembly",2,2,1.99,"0.42128"
"GO:0009609","response to symbiotic bacterium",2,2,1.99,"0.42141"
"GO:0018158","protein oxidation",9,9,8.94,"0.42144"
"GO:0019321","pentose metabolic process",11,11,10.93,"0.42163"
"GO:0045639","positive regulation of myeloid cell differentiation",85,85,84.48,"0.42185"
"GO:0032623","interleukin-2 production",56,56,55.66,"0.42200"
"GO:0071517","maintenance of imprinting at mating-type locus",2,2,1.99,"0.42210"
"GO:0021944","neuronal-glial interaction involved in hindbrain glial-mediated radial cell migration",1,1,0.99,"0.42221"
"GO:0097500","receptor localization to non-motile cilium",2,2,1.99,"0.42222"
"GO:0090209","negative regulation of triglyceride metabolic process",10,10,9.94,"0.42235"
"GO:0033129","positive regulation of histone phosphorylation",9,9,8.94,"0.42254"
"GO:0071657","positive regulation of granulocyte colony-stimulating factor production",2,2,1.99,"0.42266"
"GO:0033673","negative regulation of kinase activity",180,179,178.89,"0.42276"
"GO:0032210","regulation of telomere maintenance via telomerase",48,48,47.7,"0.42294"
"GO:0055075","potassium ion homeostasis",15,15,14.91,"0.42303"
"GO:0002720","positive regulation of cytokine production involved in immune response",50,50,49.69,"0.42306"
"GO:0097238","cellular response to methylglyoxal",2,2,1.99,"0.42313"
"GO:0006061","sorbitol biosynthetic process",1,1,0.99,"0.42319"
"GO:0018931","naphthalene metabolic process",1,1,0.99,"0.42319"
"GO:0005996","monosaccharide metabolic process",197,196,195.79,"0.42323"
"GO:0035498","carnosine metabolic process",2,2,1.99,"0.42340"
"GO:0006570","tyrosine metabolic process",4,4,3.98,"0.42349"
"GO:1900407","regulation of cellular response to oxidative stress",76,76,75.53,"0.42355"
"GO:0097190","apoptotic signaling pathway",495,490,491.95,"0.42368"
"GO:0030042","actin filament depolymerization",44,43,43.73,"0.42373"
"GO:0072393","microtubule anchoring at microtubule organizing center",12,12,11.93,"0.42377"
"GO:0002710","negative regulation of T cell mediated immunity",15,15,14.91,"0.42398"
"GO:0060753","regulation of mast cell chemotaxis",7,7,6.96,"0.42417"
"GO:1905897","regulation of response to endoplasmic reticulum stress",79,78,78.51,"0.42426"
"GO:1900364","negative regulation of mRNA polyadenylation",8,8,7.95,"0.42443"
"GO:0032967","positive regulation of collagen biosynthetic process",20,20,19.88,"0.42449"
"GO:0036091","positive regulation of transcription from RNA polymerase II promoter in response to oxidative stress",4,4,3.98,"0.42452"
"GO:0044319","wound healing, spreading of cells",20,20,19.88,"0.42454"
"GO:0036499","PERK-mediated unfolded protein response",9,9,8.94,"0.42459"
"GO:0007567","parturition",5,5,4.97,"0.42481"
"GO:0000002","mitochondrial genome maintenance",25,25,24.85,"0.42514"
"GO:0043950","positive regulation of cAMP-mediated signaling",11,11,10.93,"0.42515"
"GO:0045329","carnitine biosynthetic process",1,1,0.99,"0.42541"
"GO:0050808","synapse organization",294,293,292.19,"0.42542"
"GO:1905267","endonucleolytic cleavage involved in tRNA processing",3,3,2.98,"0.42556"
"GO:0021860","pyramidal neuron development",10,10,9.94,"0.42557"
"GO:0030576","Cajal body organization",4,4,3.98,"0.42559"
"GO:0051928","positive regulation of calcium ion transport",82,81,81.5,"0.42568"
"GO:0010700","negative regulation of norepinephrine secretion",4,4,3.98,"0.42586"
"GO:0002719","negative regulation of cytokine production involved in immune response",15,15,14.91,"0.42586"
"GO:0000578","embryonic axis specification",21,21,20.87,"0.42605"
"GO:0060841","venous blood vessel development",9,9,8.94,"0.42610"
"GO:0034332","adherens junction organization",35,34,34.78,"0.42635"
"GO:0048870","cell motility",1106,1100,1099.2,"0.42652"
"GO:0033631","cell-cell adhesion mediated by integrin",14,14,13.91,"0.42652"
"GO:0006850","mitochondrial pyruvate transmembrane transport",2,2,1.99,"0.42655"
"GO:0097345","mitochondrial outer membrane permeabilization",26,26,25.84,"0.42662"
"GO:0045875","negative regulation of sister chromatid cohesion",5,5,4.97,"0.42682"
"GO:0051799","negative regulation of hair follicle development",2,2,1.99,"0.42700"
"GO:0060279","positive regulation of ovulation",2,2,1.99,"0.42700"
"GO:0097154","GABAergic neuron differentiation",3,3,2.98,"0.42706"
"GO:0060452","positive regulation of cardiac muscle contraction",6,6,5.96,"0.42707"
"GO:0060350","endochondral bone morphogenesis",33,33,32.8,"0.42711"
"GO:0006742","NADP catabolic process",4,4,3.98,"0.42715"
"GO:0031023","microtubule organizing center organization",119,118,118.27,"0.42731"
"GO:2000271","positive regulation of fibroblast apoptotic process",5,5,4.97,"0.42761"
"GO:0010226","response to lithium ion",11,11,10.93,"0.42786"
"GO:1902230","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage",23,22,22.86,"0.42786"
"GO:0007224","smoothened signaling pathway",110,109,109.32,"0.42790"
"GO:0007034","vacuolar transport",123,123,122.24,"0.42795"
"GO:0043415","positive regulation of skeletal muscle tissue regeneration",2,2,1.99,"0.42802"
"GO:0046449","creatinine metabolic process",1,1,0.99,"0.42826"
"GO:0061837","neuropeptide processing",1,1,0.99,"0.42826"
"GO:0002152","bile acid conjugation",1,1,0.99,"0.42844"
"GO:0048709","oligodendrocyte differentiation",65,64,64.6,"0.42845"
"GO:1905908","positive regulation of amyloid fibril formation",2,2,1.99,"0.42851"
"GO:1904797","negative regulation of core promoter binding",2,2,1.99,"0.42851"
"GO:0051563","smooth endoplasmic reticulum calcium ion homeostasis",2,2,1.99,"0.42851"
"GO:0097680","double-strand break repair via classical nonhomologous end joining",6,6,5.96,"0.42851"
"GO:0051438","regulation of ubiquitin-protein transferase activity",47,47,46.71,"0.42853"
"GO:1904645","response to amyloid-beta",33,33,32.8,"0.42860"
"GO:0060743","epithelial cell maturation involved in prostate gland development",1,1,0.99,"0.42861"
"GO:0060443","mammary gland morphogenesis",32,32,31.8,"0.42865"
"GO:1905373","ceramide phosphoethanolamine biosynthetic process",2,2,1.99,"0.42870"
"GO:2000255","negative regulation of male germ cell proliferation",2,2,1.99,"0.42876"
"GO:0042904","9-cis-retinoic acid biosynthetic process",1,1,0.99,"0.42888"
"GO:0001505","regulation of neurotransmitter levels",141,137,140.13,"0.42905"
"GO:0008211","glucocorticoid metabolic process",13,13,12.92,"0.42913"
"GO:2001141","regulation of RNA biosynthetic process",2340,2328,2325.6,"0.42946"
"GO:2001044","regulation of integrin-mediated signaling pathway",11,11,10.93,"0.42950"
"GO:0019255","glucose 1-phosphate metabolic process",2,2,1.99,"0.42952"
"GO:0090311","regulation of protein deacetylation",43,43,42.74,"0.42956"
"GO:0005513","detection of calcium ion",2,2,1.99,"0.43002"
"GO:0061515","myeloid cell development",71,66,70.56,"0.43006"
"GO:0030510","regulation of BMP signaling pathway",49,48,48.7,"0.43020"
"GO:0031914","negative regulation of synaptic plasticity",5,5,4.97,"0.43021"
"GO:1990442","intrinsic apoptotic signaling pathway in response to nitrosative stress",3,3,2.98,"0.43028"
"GO:0044324","regulation of transcription involved in anterior/posterior axis specification",1,1,0.99,"0.43040"
"GO:0043951","negative regulation of cAMP-mediated signaling",24,24,23.85,"0.43049"
"GO:0045664","regulation of neuron differentiation",521,519,517.79,"0.43053"
"GO:0097623","potassium ion export across plasma membrane",8,8,7.95,"0.43062"
"GO:0045626","negative regulation of T-helper 1 cell differentiation",3,3,2.98,"0.43065"
"GO:0035660","MyD88-dependent toll-like receptor 4 signaling pathway",1,1,0.99,"0.43093"
"GO:0048496","maintenance of animal organ identity",4,4,3.98,"0.43094"
"GO:0097061","dendritic spine organization",76,76,75.53,"0.43098"
"GO:0061502","early endosome to recycling endosome transport",3,3,2.98,"0.43109"
"GO:0006729","tetrahydrobiopterin biosynthetic process",7,7,6.96,"0.43136"
"GO:0070836","caveola assembly",2,2,1.99,"0.43147"
"GO:0001816","cytokine production",606,601,602.27,"0.43150"
"GO:0016321","female meiosis chromosome segregation",6,6,5.96,"0.43156"
"GO:0045950","negative regulation of mitotic recombination",4,4,3.98,"0.43183"
"GO:0070130","negative regulation of mitochondrial translation",1,1,0.99,"0.43192"
"GO:0035385","Roundabout signaling pathway",4,4,3.98,"0.43197"
"GO:0051781","positive regulation of cell division",47,47,46.71,"0.43199"
"GO:0035912","dorsal aorta morphogenesis",5,5,4.97,"0.43200"
"GO:0061626","pharyngeal arch artery morphogenesis",5,5,4.97,"0.43200"
"GO:0016241","regulation of macroautophagy",105,102,104.35,"0.43206"
"GO:0061101","neuroendocrine cell differentiation",3,3,2.98,"0.43207"
"GO:0042269","regulation of natural killer cell mediated cytotoxicity",32,32,31.8,"0.43227"
"GO:0045843","negative regulation of striated muscle tissue development",45,44,44.72,"0.43253"
"GO:0010975","regulation of neuron projection development",436,434,433.32,"0.43270"
"GO:0042474","middle ear morphogenesis",9,9,8.94,"0.43276"
"GO:1904261","positive regulation of basement membrane assembly involved in embryonic body morphogenesis",5,5,4.97,"0.43280"
"GO:0090091","positive regulation of extracellular matrix disassembly",5,5,4.97,"0.43280"
"GO:0097320","plasma membrane tubulation",15,15,14.91,"0.43281"
"GO:0071104","response to interleukin-9",1,1,0.99,"0.43281"
"GO:0002731","negative regulation of dendritic cell cytokine production",1,1,0.99,"0.43281"
"GO:0045221","negative regulation of FasL production",1,1,0.99,"0.43281"
"GO:0042482","positive regulation of odontogenesis",5,5,4.97,"0.43285"
"GO:0060134","prepulse inhibition",8,8,7.95,"0.43314"
"GO:0061086","negative regulation of histone H3-K27 methylation",4,4,3.98,"0.43326"
"GO:0019075","virus maturation",2,2,1.99,"0.43331"
"GO:0002678","positive regulation of chronic inflammatory response",3,3,2.98,"0.43332"
"GO:0106134","positive regulation of cardiac muscle cell contraction",2,2,1.99,"0.43347"
